nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x ,Relbow_y,Rwrist_x,RWrist_y ,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y ,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y ,REye_x,REye_y,LEye_x,LEye_y ,REar_x,REar_y,LEar_x,Lear_y,class
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.64,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,1.01,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,1.01,0.81,1.21,0.69,1.17,0.64,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.64,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.53,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.53,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.53,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.53,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.53,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.04,0.72,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.53,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.04,0.72,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.53,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.04,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.53,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.69,1.04,0.72,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.53,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.69,1.04,0.69,1.04,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.69,1.04,0.69,1.04,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.53,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.69,1.04,0.69,1.04,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.69,1.04,0.69,1.04,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.69,1.04,0.69,1.04,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.53,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.69,1.04,0.69,1.04,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.53,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.24,0,0,0,0,0.75,1.27,0,0,0,0,0.69,1.04,0.69,1.04,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.53,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.53,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.53,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.53,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.53,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.53,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.95,0.75,0.98,0
0.69,1.01,0.69,0.98,0.61,0.98,0.53,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0,0,0,0,0.64,0.95,0.75,0.95,0
0.69,1.01,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0,0,0,0,0.64,0.95,0.75,0.95,0
0.69,1.01,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0,0,0,0,0.64,0.95,0.75,0.95,0
0.69,1.01,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0,0,0,0,0.64,0.95,0.75,0.95,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,1.01,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.04,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,1.01,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.04,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,1.01,0.81,1.21,0.69,1.17,0.61,1.24,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.04,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,1.01,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,1.01,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,1.01,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.24,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.24,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.67,1.17,0.61,1.24,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,1.01,0.81,1.21,0.69,1.17,0.61,1.24,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,1.01,0.81,1.21,0.69,1.17,0.61,1.24,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.04,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,1.01,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.04,0.72,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,1.01,0.81,1.21,0.69,1.17,0.61,1.24,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.04,0.72,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.24,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,1.01,0.81,1.21,0.69,1.17,0.61,1.24,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,1.01,0.81,1.21,0.69,1.17,0.61,1.24,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.04,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,1.01,0.81,1.21,0.69,1.17,0.61,1.24,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,1.01,0.81,1.21,0.69,1.17,0.61,1.24,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,1.01,0.81,1.21,0.69,1.17,0.61,1.24,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.04,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,1.01,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.04,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.24,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.04,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.04,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.98,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.95,0.75,0.98,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.95,0.75,0.95,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.95,0.75,0.95,0
0.69,1.04,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,1.01,0.69,1.01,0.64,0.95,0.75,0.98,0
0.69,0.98,0.69,0.98,0.61,0.98,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.21,0.69,1.17,0.64,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.69,0.95,0.72,0.95,0.64,0.91,0.75,0.91,0
0.69,0.95,0.69,0.98,0.61,0.95,0.56,1.11,0.58,1.21,0.78,0.98,0.81,1.17,0.69,1.17,0.64,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0,0,0,0,0.64,0.88,0.72,0.88,0
0.67,0.95,0.69,0.95,0.61,0.95,0.56,1.11,0.58,1.21,0.78,0.95,0.81,1.17,0.69,1.17,0.61,1.27,0,0,0,0,0.75,1.27,0,0,0,0,0.67,0.91,0.69,0.91,0.64,0.85,0.72,0.88,0
0.67,0.95,0.69,0.95,0.61,0.91,0.56,1.11,0.58,1.21,0.78,0.95,0.81,1.14,0.69,1.17,0.64,1.27,0,0,0,0,0.75,1.24,0,0,0,0,0,0,0,0,0,0,0.72,0.88,0
0.67,0.91,0.69,0.91,0.61,0.91,0.56,1.11,0.58,1.21,0.78,0.91,0.81,1.11,0.69,1.17,0.64,1.24,0,0,0,0,0.75,1.24,0,0,0,0,0,0,0,0,0,0,0.72,0.82,0
0.67,0.91,0.67,0.91,0.58,0.91,0.56,1.08,0.58,1.21,0.78,0.91,0.81,1.08,0.67,1.17,0.61,1.24,0,0,0,0,0.75,1.24,0,0,0,0,0.67,0.88,0.69,0.88,0,0,0.72,0.82,0
0,0,0.67,0.88,0.58,0.91,0.56,1.08,0.58,1.21,0.75,0.88,0.81,1.04,0.72,1.14,0.61,1.24,0,0,0,0,0.75,1.21,0,0,0,0,0,0,0,0,0,0,0.69,0.78,0
0.67,0.85,0.67,0.88,0.58,0.91,0.56,1.08,0.58,1.21,0.75,0.88,0.81,1.04,0.72,1.11,0.61,1.24,0,0,0,0,0.75,1.21,0,0,0,0,0.64,0.82,0.67,0.82,0.61,0.78,0.69,0.78,0
0.67,0.85,0.67,0.88,0.58,0.91,0.56,1.08,0.56,1.17,0.75,0.88,0.81,1.04,0.72,1.11,0.61,1.24,0,0,0,0,0.75,1.21,0,0,0,0,0.64,0.82,0.67,0.82,0.61,0.78,0.69,0.78,0
0.67,0.85,0.67,0.88,0.58,0.91,0.56,1.08,0.58,1.17,0.75,0.88,0.81,1.04,0.72,1.11,0.61,1.21,0,0,0,0,0.75,1.21,0,0,0,0,0.64,0.82,0.67,0.82,0.61,0.82,0.69,0.78,0
0.67,0.85,0.67,0.88,0.58,0.91,0.56,1.08,0.58,1.21,0.75,0.88,0.81,1.01,0.72,1.11,0.61,1.21,0,0,0,0,0.75,1.21,0,0,0,0,0.64,0.82,0.67,0.82,0.61,0.78,0.69,0.78,0
0.67,0.85,0.67,0.88,0.58,0.91,0.56,1.08,0.58,1.21,0.75,0.88,0.81,1.01,0.75,1.11,0.64,1.21,0,0,0,0,0.75,1.21,0,0,0,0,0.64,0.82,0.67,0.82,0.61,0.78,0.69,0.78,0
0.67,0.85,0.67,0.88,0.58,0.91,0.56,1.08,0.58,1.21,0.75,0.88,0.81,1.04,0.75,1.11,0.64,1.24,0,0,0,0,0.75,1.21,0,0,0,0,0.64,0.82,0.67,0.82,0.61,0.78,0.69,0.78,0
0,0,0.67,0.88,0.58,0.91,0.56,1.08,0.58,1.21,0.75,0.88,0.81,1.04,0.75,1.11,0.61,1.24,0,0,0,0,0.75,1.21,0,0,0,0,0,0,0.67,0.82,0,0,0.72,0.78,0
0.67,0.88,0.67,0.91,0.58,0.91,0.56,1.11,0.58,1.21,0.78,0.91,0.83,1.04,0.78,1.14,0.64,1.24,0,0,0,0,0.78,1.24,0,0,0,0,0,0,0.69,0.85,0.64,0.82,0.72,0.82,0
0.67,0.91,0.69,0.91,0.58,0.91,0.56,1.11,0.58,1.21,0.78,0.91,0.83,1.08,0.78,1.14,0.64,1.24,0,0,0,0,0.78,1.24,0,0,0,0,0,0,0.69,0.91,0,0,0.72,0.82,0
0.69,0.85,0.69,0.91,0.58,0.91,0.56,1.11,0.58,1.21,0.81,0.91,0.83,1.08,0.78,1.17,0.64,1.24,0,0,0,0,0.78,1.24,0,0,0,0,0.67,0.82,0.72,0.82,0.64,0.82,0.75,0.82,0
0.69,0.85,0.69,0.91,0.58,0.91,0.56,1.08,0.58,1.21,0.81,0.88,0.86,1.04,0.78,1.14,0.64,1.24,0,0,0,0,0.78,1.24,0,0,0,0,0.67,0.82,0.72,0.82,0.64,0.78,0.75,0.78,0
0.69,0.82,0.69,0.85,0.58,0.88,0.56,1.08,0.58,1.21,0.81,0.85,0.86,1.04,0.78,1.14,0.64,1.24,0,0,0,0,0.78,1.24,0,0,0,0,0.67,0.78,0.72,0.78,0.64,0.75,0.75,0.75,0
0,0,0.69,0.82,0.58,0.82,0.56,1.04,0.58,1.21,0.81,0.82,0.86,0.98,0.78,1.14,0.64,1.21,0,0,0,0,0.78,1.21,0,0,0,0,0,0,0,0,0,0,0.75,0.72,0
0,0,0.69,0.78,0.61,0.78,0.56,0.98,0.58,1.21,0.81,0.75,0.83,0.98,0.78,1.14,0.64,1.17,0,0,0,0,0.75,1.17,0.78,1.47,0,0,0,0,0,0,0.64,0.69,0.75,0.65,0
0,0,0.69,0.72,0.58,0.75,0.56,0.95,0.58,1.17,0.78,0.72,0.83,0.91,0.78,1.14,0.64,1.14,0,0,0,0,0.78,1.14,0,0,0,0,0,0,0,0,0,0,0.72,0.62,0
0,0,0.69,0.69,0.58,0.69,0.56,0.91,0.58,1.17,0.78,0.69,0.83,0.91,0.78,1.14,0.64,1.14,0.64,1.44,0,0,0.78,1.11,0.78,1.4,0,0,0,0,0,0,0,0,0.72,0.56,0
0,0,0.69,0.65,0.61,0.65,0.58,0.88,0.58,1.17,0.78,0.65,0.83,0.88,0.78,1.14,0.64,1.11,0.64,1.44,0,0,0.78,1.11,0.81,1.4,0,0,0,0,0,0,0,0,0.69,0.52,0
0.67,0.62,0.69,0.65,0.61,0.62,0.58,0.88,0.58,1.14,0.81,0.65,0.83,0.88,0.78,1.14,0.64,1.14,0.67,1.4,0,0,0.78,1.11,0.81,1.4,0,0,0,0,0.69,0.62,0,0,0.72,0.52,0
0.67,0.52,0.69,0.65,0.61,0.65,0.58,0.88,0.58,1.14,0.81,0.65,0.83,0.88,0.78,1.14,0.64,1.14,0.67,1.44,0,0,0.78,1.11,0.81,1.44,0,0,0.64,0.49,0.69,0.49,0,0,0.75,0.52,0
